,ownsCar,ownsRealty,numChildren,totalIncome,incomeType,eduLvl,famStatus,housingType,occupation,famSize,ageYrs,yrsEmpl,UNEMPLOYED,ApprStatus,gender
7114,Y,N,1,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Drivers,2,48,0,1,0,M
7115,N,N,0,360000,Working,Secondary / secondary special,Married,Rented apartment,Drivers,2,39,2,1,1,M
7116,Y,N,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,3,33,1,1,0,M
7117,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,Not identified,3,44,22,1,0,M
7118,N,Y,1,202500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Drivers,2,40,0,1,1,M
7119,Y,Y,0,157500,Working,Higher education,Separated,House / apartment,Drivers,1,56,3,1,0,M
7120,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,45,2,1,0,M
7121,N,N,0,112500,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,Laborers,1,44,0,1,0,M
7122,N,N,0,112500,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,Laborers,1,44,0,1,1,M
7123,Y,Y,0,144000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,62,0,0,0,M
7124,Y,Y,0,144000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,62,0,0,1,M
7125,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,39,0,1,0,M
7126,N,Y,0,112500,Working,Lower secondary,Civil marriage,House / apartment,Laborers,2,27,2,1,0,M
7127,N,Y,0,202500,Commercial associate,Higher education,Married,Municipal apartment,Not identified,2,58,2,1,1,M
7128,Y,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,Managers,3,40,4,1,0,M
7129,Y,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,Managers,3,40,4,1,1,M
7130,Y,Y,2,270000,Commercial associate,Incomplete higher,Married,House / apartment,Managers,4,42,3,1,1,M
7131,Y,Y,2,900000,Commercial associate,Higher education,Married,House / apartment,Managers,4,28,2,1,0,M
7132,Y,Y,2,900000,Commercial associate,Higher education,Married,House / apartment,Managers,4,28,2,1,1,M
7133,Y,N,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,67,0,0,1,M
7134,Y,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,28,3,1,0,M
7135,Y,Y,1,135000,Working,Higher education,Married,House / apartment,Laborers,3,42,10,1,0,M
7136,Y,Y,1,135000,Working,Higher education,Married,House / apartment,Laborers,3,42,10,1,1,M
7137,Y,N,0,121500,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,41,18,1,0,M
7138,Y,N,0,121500,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,41,18,1,1,M
7139,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,52,7,1,1,M
7140,Y,Y,0,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2,34,6,1,0,M
7141,Y,Y,0,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2,34,6,1,1,M
7142,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,61,3,1,0,M
7143,N,N,1,162000,Working,Higher education,Married,Municipal apartment,Not identified,3,31,2,1,1,M
7144,N,N,1,162000,Working,Higher education,Married,Municipal apartment,Not identified,3,31,2,1,0,M
7145,Y,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,Managers,2,49,14,1,0,M
7146,Y,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,3,37,1,1,0,M
7147,Y,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,2,34,2,1,1,M
7148,Y,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,2,34,2,1,0,M
7149,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,47,0,1,1,M
7150,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,47,0,1,0,M
7151,Y,Y,0,225000,Commercial associate,Higher education,Married,House / apartment,Managers,2,47,5,1,0,M
7152,N,Y,0,270000,Working,Higher education,Married,House / apartment,Laborers,2,33,6,1,1,M
7153,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,2,41,0,1,1,M
7154,Y,Y,0,441000,Commercial associate,Higher education,Separated,House / apartment,Managers,1,40,1,1,1,M
7155,Y,Y,0,441000,Commercial associate,Higher education,Separated,House / apartment,Managers,1,40,1,1,0,M
7156,Y,N,0,225000,Working,Higher education,Married,House / apartment,Laborers,2,41,8,1,0,M
7157,Y,N,0,225000,Working,Higher education,Married,House / apartment,Laborers,2,41,8,1,1,M
7158,Y,N,0,202500,Working,Secondary / secondary special,Married,With parents,Laborers,2,38,3,1,1,M
7159,Y,N,0,202500,Working,Secondary / secondary special,Married,With parents,Laborers,2,38,3,1,0,M
7160,Y,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,38,3,1,1,M
7161,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,Security staff,3,31,0,1,0,M
7162,Y,Y,0,225000,Working,Higher education,Married,House / apartment,Drivers,2,55,5,1,1,M
7163,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,51,16,1,0,M
7164,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,48,3,1,0,M
7165,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,48,3,1,1,M
7166,Y,Y,0,90000,Working,Higher education,Married,House / apartment,Laborers,2,57,18,1,1,M
7167,Y,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,50,21,1,0,M
7168,N,Y,0,157500,Working,Higher education,Civil marriage,House / apartment,Laborers,2,23,3,1,0,M
7169,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,2,39,3,1,0,M
7170,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,31,5,1,1,M
7171,Y,N,0,315000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,41,21,1,0,M
7172,Y,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,32,6,1,1,M
7173,N,Y,0,180000,Commercial associate,Higher education,Single / not married,With parents,High skill tech staff,1,27,3,1,1,M
7174,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,47,9,1,1,M
7175,N,Y,0,135000,Working,Higher education,Married,House / apartment,High skill tech staff,2,48,12,1,1,M
7176,N,N,2,270000,Working,Secondary / secondary special,Married,With parents,Drivers,4,41,0,1,1,M
7177,N,Y,1,243000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Laborers,2,37,14,1,0,M
7178,Y,Y,2,450000,Working,Secondary / secondary special,Married,House / apartment,Managers,4,50,3,1,0,M
7179,N,Y,1,202500,Commercial associate,Secondary / secondary special,Separated,House / apartment,Core staff,2,35,1,1,1,M
7180,N,Y,1,202500,Commercial associate,Secondary / secondary special,Separated,House / apartment,Core staff,2,35,1,1,0,M
7181,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,45,4,1,1,M
7182,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,45,4,1,0,M
7183,N,Y,1,90000,Working,Secondary / secondary special,Separated,House / apartment,Laborers,2,34,0,1,1,M
7184,N,Y,1,90000,Working,Secondary / secondary special,Separated,House / apartment,Laborers,2,34,0,1,0,M
7185,N,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,Not identified,3,38,1,1,1,M
7186,N,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,Not identified,3,38,1,1,0,M
7187,Y,Y,0,202500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Not identified,2,58,0,0,1,M
7188,Y,Y,0,337500,Commercial associate,Higher education,Married,House / apartment,Managers,2,51,20,1,0,M
7189,Y,Y,0,337500,Commercial associate,Higher education,Married,House / apartment,Managers,2,51,20,1,1,M
7190,N,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,Not identified,3,45,3,1,1,M
7191,N,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,Not identified,3,45,3,1,0,M
7192,Y,Y,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,54,0,0,0,M
7193,N,Y,2,157500,Working,Secondary / secondary special,Married,House / apartment,Core staff,4,36,0,1,1,M
7194,N,Y,0,270000,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,37,2,1,0,M
7195,N,Y,0,270000,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,37,2,1,1,M
7196,Y,Y,1,405000,State servant,Higher education,Married,House / apartment,Managers,3,32,13,1,0,M
7197,N,Y,0,315000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Managers,2,50,11,1,1,M
7198,N,Y,0,315000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Managers,2,50,11,1,0,M
7199,Y,N,0,157500,Commercial associate,Secondary / secondary special,Married,With parents,Sales staff,2,47,11,1,0,M
7200,N,N,1,112500,Working,Secondary / secondary special,Married,With parents,Not identified,3,25,1,1,0,M
7201,Y,Y,1,247500,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,38,6,1,1,M
7202,Y,Y,1,247500,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,38,6,1,0,M
7203,Y,Y,1,135000,Working,Incomplete higher,Married,House / apartment,Laborers,3,32,13,1,1,M
7204,Y,Y,1,135000,Working,Incomplete higher,Married,House / apartment,Laborers,3,32,13,1,0,M
7205,Y,Y,0,139500,Working,Secondary / secondary special,Separated,House / apartment,High skill tech staff,1,39,0,1,0,M
7206,Y,Y,0,135000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,Laborers,2,27,2,1,0,M
7207,Y,Y,0,135000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,Laborers,2,27,2,1,1,M
7208,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,48,21,1,1,M
7209,Y,Y,0,315000,Commercial associate,Higher education,Married,House / apartment,Managers,2,52,3,1,0,M
7210,Y,Y,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,Drivers,1,30,3,1,1,M
7211,N,Y,0,225000,State servant,Secondary / secondary special,Married,House / apartment,Laborers,2,34,1,1,0,M
7212,N,Y,0,225000,State servant,Secondary / secondary special,Married,House / apartment,Laborers,2,34,1,1,1,M
7213,Y,N,0,67500,Working,Higher education,Single / not married,House / apartment,Laborers,1,35,5,1,1,M
7214,Y,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,Low-skill Laborers,3,46,4,1,0,M
7215,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,47,2,1,1,M
7216,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,61,19,1,0,M
7217,N,Y,0,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,28,0,1,1,M
7218,N,Y,0,81000,Commercial associate,Higher education,Single / not married,House / apartment,Laborers,1,28,5,1,1,M
7219,N,Y,0,81000,Commercial associate,Higher education,Single / not married,House / apartment,Laborers,1,28,5,1,0,M
7220,Y,Y,0,126000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,41,7,1,0,M
7221,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,Not identified,3,42,3,1,0,M
7222,N,Y,1,180000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers,3,42,4,1,1,M
7223,Y,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,40,4,1,1,M
7224,Y,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,40,4,1,0,M
7225,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,Security staff,2,59,1,1,0,M
7226,N,Y,0,225000,Pensioner,Higher education,Civil marriage,House / apartment,Not identified,2,46,0,0,1,M
7227,Y,Y,0,130500,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,54,4,1,1,M
7228,Y,Y,0,202500,Working,Secondary / secondary special,Single / not married,Rented apartment,Laborers,1,30,1,1,0,M
7229,N,Y,2,112500,Working,Secondary / secondary special,Married,House / apartment,Security staff,4,44,4,1,0,M
7230,N,Y,0,135000,State servant,Secondary / secondary special,Married,Rented apartment,Not identified,2,29,6,1,1,M
7231,N,Y,2,148500,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Laborers,4,44,12,1,1,M
7232,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,43,6,1,0,M
7233,N,Y,0,99000,Working,Higher education,Married,Co-op apartment,Managers,2,28,1,1,1,M
7234,Y,Y,1,180000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,Not identified,3,43,18,1,0,M
7235,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,44,5,1,0,M
7236,Y,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,37,4,1,1,M
7237,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,52,8,1,0,M
7238,N,N,0,180000,State servant,Secondary / secondary special,Married,With parents,Drivers,2,28,4,1,1,M
7239,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,3,48,0,1,0,M
7240,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,35,9,1,0,M
7241,N,Y,0,85500,Pensioner,Lower secondary,Married,House / apartment,Not identified,2,67,0,0,0,M
7242,Y,N,0,90000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Security staff,2,61,6,1,0,M
7243,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,3,42,11,1,1,M
7244,Y,N,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,3,41,2,1,1,M
7245,Y,N,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,3,41,2,1,0,M
7246,Y,Y,0,72000,Working,Higher education,Married,House / apartment,Security staff,2,60,1,1,0,M
7247,Y,N,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,3,36,3,1,0,M
7248,Y,Y,0,256500,Commercial associate,Higher education,Married,House / apartment,Managers,2,47,11,1,0,M
7249,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,1,26,4,1,0,M
7250,Y,Y,0,184500,Commercial associate,Secondary / secondary special,Married,With parents,Security staff,2,55,1,1,1,M
7251,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,52,4,1,0,M
7252,N,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,38,2,1,0,M
7253,Y,Y,0,225000,State servant,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,38,10,1,0,M
7254,Y,Y,0,292500,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,2,33,2,1,1,M
7255,Y,Y,0,292500,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,2,33,2,1,0,M
7256,Y,N,0,157500,Working,Higher education,Separated,House / apartment,Accountants,1,29,5,1,1,M
7257,Y,N,1,202500,Commercial associate,Higher education,Civil marriage,House / apartment,Managers,3,35,7,1,1,M
7258,Y,N,0,382500,State servant,Higher education,Married,Office apartment,Not identified,2,33,11,1,0,M
7259,Y,N,0,382500,State servant,Higher education,Married,Office apartment,Not identified,2,33,11,1,1,M
7260,N,N,0,225000,Working,Higher education,Married,House / apartment,Sales staff,2,37,8,1,0,M
7261,N,N,0,225000,Working,Higher education,Married,House / apartment,Sales staff,2,37,8,1,1,M
7262,N,N,3,180000,Working,Secondary / secondary special,Married,House / apartment,Laborers,5,39,9,1,1,M
7263,N,N,3,180000,Working,Secondary / secondary special,Married,House / apartment,Laborers,5,39,9,1,0,M
7264,N,N,0,270000,Working,Secondary / secondary special,Separated,With parents,Sales staff,1,37,3,1,1,M
7265,Y,N,2,292500,State servant,Secondary / secondary special,Married,With parents,Drivers,4,43,16,1,0,M
7266,Y,N,2,292500,State servant,Secondary / secondary special,Married,With parents,Drivers,4,43,16,1,1,M
7267,N,N,0,135000,Commercial associate,Higher education,Married,House / apartment,Managers,2,37,8,1,1,M
7268,N,N,0,135000,Commercial associate,Higher education,Married,House / apartment,Managers,2,37,8,1,0,M
